Total Objects,Sample Time,Time (ms)
1078,1701639044007,2
1079,1701639044065,2
1080,1701639044120,2
1081,1701639044169,2
1082,1701639044223,2
1083,1701639044279,2
1084,1701639044332,2
1085,1701639044380,2
1086,1701639044432,2
1087,1701639044498,3
1088,1701639044552,2
1089,1701639044604,3
1090,1701639044665,3
1091,1701639044722,2
1092,1701639044772,1
1093,1701639044819,2
1094,1701639044874,3
1095,1701639044932,2
1096,1701639044982,2
1097,1701639045031,3
1098,1701639045088,3
1099,1701639045146,3
1100,1701639045195,2
1101,1701639045250,3
1102,1701639045332,3
1103,1701639045396,2
1104,1701639045444,2
1105,1701639045494,2
1106,1701639045550,1
1107,1701639045606,2
1108,1701639045654,2
1109,1701639045702,3
1110,1701639045759,2
1111,1701639045817,2
1112,1701639045866,2
1113,1701639045917,2
1114,1701639045973,2
1115,1701639046028,3
1116,1701639046078,3
1117,1701639046127,3
1118,1701639046185,2
1119,1701639046241,3
1120,1701639046291,2
1121,1701639046338,3
1122,1701639046395,2
1123,1701639046450,3
1124,1701639046500,3
1125,1701639046549,3
1126,1701639046609,3
1127,1701639046665,2
1128,1701639046712,2
1129,1701639046760,2
1130,1701639046817,2
1131,1701639046872,3
1132,1701639046921,2
1133,1701639046977,3
1134,1701639047049,2
1135,1701639047104,3
1136,1701639047153,2
1137,1701639047203,3
1138,1701639047262,3
1139,1701639047316,2
1140,1701639047363,2
1141,1701639047416,3
1142,1701639047475,6
1143,1701639047535,2
1144,1701639047583,3
1145,1701639047639,3
1146,1701639047697,2
1147,1701639047749,2
1148,1701639047798,2
1149,1701639047849,3
1150,1701639047908,2
1151,1701639047969,2
1152,1701639048024,3
1153,1701639048092,2
1154,1701639048150,2
1155,1701639048198,3
1156,1701639048248,2
1157,1701639048303,4
1158,1701639048363,2
1159,1701639048413,2
1160,1701639048461,2
1161,1701639048516,3
1162,1701639048575,2
1163,1701639048636,3
1164,1701639048685,3
1165,1701639048755,2
1166,1701639048827,2
1167,1701639048891,3
1168,1701639048963,2
1169,1701639049026,2
1170,1701639049075,3
1171,1701639049130,3
1172,1701639049192,2
1173,1701639049242,2
1174,1701639049291,2
1175,1701639049348,3
1176,1701639049408,2
1177,1701639049457,2
1178,1701639049505,2
1179,1701639049561,3
1180,1701639049618,2
1181,1701639049669,2
